scenario,source,variable,shock,horizon,response
phi_pi_1p8,dynare,pi,e_pi,15,-7.4007212665e-07
phi_pi_1p8,dynare,pi,e_pi,16,-4.84966184715e-07
phi_pi_1p8,dynare,pi,e_pi,17,-3.17796322612e-07
phi_pi_1p8,dynare,pi,e_pi,18,-2.08250607669e-07
phi_pi_1p8,dynare,pi,e_pi,19,-1.36465756551e-07
phi_pi_1p8,dynare,pi,e_i,0,-0.000868065428199
phi_pi_1p8,dynare,pi,e_i,1,-0.000568839662564
phi_pi_1p8,dynare,pi,e_i,2,-0.000372758263599
phi_pi_1p8,dynare,pi,e_i,3,-0.000244266938868
phi_pi_1p8,dynare,pi,e_i,4,-0.000160067108501
phi_pi_1p8,dynare,pi,e_i,5,-0.000104891310067
phi_pi_1p8,dynare,pi,e_i,6,-6.87348389717e-05
phi_pi_1p8,dynare,pi,e_i,7,-4.50416539317e-05
phi_pi_1p8,dynare,pi,e_i,8,-2.95156083764e-05
phi_pi_1p8,dynare,pi,e_i,9,-1.93414553371e-05
phi_pi_1p8,dynare,pi,e_i,10,-1.26743751912e-05
phi_pi_1p8,dynare,pi,e_i,11,-8.30546531718e-06
phi_pi_1p8,dynare,pi,e_i,12,-5.44253685839e-06
phi_pi_1p8,dynare,pi,e_i,13,-3.56647175368e-06
phi_pi_1p8,dynare,pi,e_i,14,-2.33709409798e-06
phi_pi_1p8,dynare,pi,e_i,15,-1.53148803637e-06
phi_pi_1p8,dynare,pi,e_i,16,-1.00357773681e-06
phi_pi_1p8,dynare,pi,e_i,17,-6.57640314447e-07
phi_pi_1p8,dynare,pi,e_i,18,-4.30948961226e-07
phi_pi_1p8,dynare,pi,e_i,19,-2.82399060857e-07
phi_pi_1p8,dynare,i,e_x,0,0.000157196280732
phi_pi_1p8,dynare,i,e_x,1,0.000103010068577
phi_pi_1p8,dynare,i,e_x,2,6.75020692525e-05
phi_pi_1p8,dynare,i,e_x,3,4.4233825065e-05
phi_pi_1p8,dynare,i,e_x,4,2.8986241482e-05
phi_pi_1p8,dynare,i,e_x,5,1.89945634142e-05
phi_pi_1p8,dynare,i,e_x,6,1.24470583577e-05
phi_pi_1p8,dynare,i,e_x,7,8.1565055422e-06
phi_pi_1p8,dynare,i,e_x,8,5.34492413775e-06
phi_pi_1p8,dynare,i,e_x,9,3.50250654407e-06
phi_pi_1p8,dynare,i,e_x,10,2.29517796232e-06
phi_pi_1p8,dynare,i,e_x,11,1.50402056711e-06
phi_pi_1p8,dynare,i,e_x,12,9.85578418509e-07
phi_pi_1p8,dynare,i,e_x,13,6.45845436072e-07
phi_pi_1p8,dynare,i,e_x,14,4.23219826512e-07
phi_pi_1p8,dynare,i,e_x,15,2.77334191045e-07
phi_pi_1p8,dynare,i,e_x,16,1.8173594124e-07
phi_pi_1p8,dynare,i,e_x,17,1.19090805983e-07
phi_pi_1p8,dynare,i,e_x,18,7.80397095539e-08
phi_pi_1p8,dynare,i,e_x,19,5.11390969007e-08
phi_pi_1p8,dynare,i,e_pi,0,0.000230523722274
phi_pi_1p8,dynare,i,e_pi,1,0.00015106123586
phi_pi_1p8,dynare,i,e_pi,2,9.89897992038e-05
phi_pi_1p8,dynare,i,e_pi,3,6.4867603463e-05
phi_pi_1p8,dynare,i,e_pi,4,4.25074705968e-05
phi_pi_1p8,dynare,i,e_pi,5,2.78549685833e-05
phi_pi_1p8,dynare,i,e_pi,6,1.82532449916e-05
phi_pi_1p8,dynare,i,e_pi,7,1.19612754804e-05
phi_pi_1p8,dynare,i,e_pi,8,7.83817404436e-06
phi_pi_1p8,dynare,i,e_pi,9,5.13632283198e-06
phi_pi_1p8,dynare,i,e_pi,10,3.36581097651e-06
phi_pi_1p8,dynare,i,e_pi,11,2.20560192577e-06
phi_pi_1p8,dynare,i,e_pi,12,1.44532176314e-06
phi_pi_1p8,dynare,i,e_pi,13,9.47113336546e-07
phi_pi_1p8,dynare,i,e_pi,14,6.20639427938e-07
phi_pi_1p8,dynare,i,e_pi,15,4.0670243428e-07
phi_pi_1p8,dynare,i,e_pi,16,2.66510412654e-07
phi_pi_1p8,dynare,i,e_pi,17,1.74643164304e-07
phi_pi_1p8,dynare,i,e_pi,18,1.14442938775e-07
phi_pi_1p8,dynare,i,e_pi,19,7.49939815144e-08
phi_pi_1p8,dynare,i,e_i,0,0.000477040426263
phi_pi_1p8,dynare,i,e_i,1,0.000312602606082
phi_pi_1p8,dynare,i,e_i,2,0.000204847186841
phi_pi_1p8,dynare,i,e_i,3,0.000134235509046
phi_pi_1p8,dynare,i,e_i,4,8.79639704445e-05
phi_pi_1p8,dynare,i,e_i,5,5.76424237621e-05
phi_pi_1p8,dynare,i,e_i,6,3.7772840407e-05
phi_pi_1p8,dynare,i,e_i,7,2.47523851235e-05
phi_pi_1p8,dynare,i,e_i,8,1.62201349621e-05
phi_pi_1p8,dynare,i,e_i,9,1.06289869391e-05
phi_pi_1p8,dynare,i,e_i,10,6.96513090765e-06
phi_pi_1p8,dynare,i,e_i,11,4.56422129775e-06
phi_pi_1p8,dynare,i,e_i,12,2.99091522198e-06
phi_pi_1p8,dynare,i,e_i,13,1.95993429799e-06
phi_pi_1p8,dynare,i,e_i,14,1.28433678903e-06
phi_pi_1p8,dynare,i,e_i,15,8.41620552963e-07
phi_pi_1p8,dynare,i,e_i,16,5.51510445874e-07
phi_pi_1p8,dynare,i,e_i,17,3.61402500019e-07
phi_pi_1p8,dynare,i,e_i,18,2.36825554252e-07
phi_pi_1p8,dynare,i,e_i,19,1.5519080013e-07
phi_pi_1p9,dynare,x,e_x,0,0.00400557021934
phi_pi_1p9,dynare,x,e_x,1,-0.000650111805455
phi_pi_1p9,dynare,x,e_x,2,-0.000425012773967
phi_pi_1p9,dynare,x,e_x,3,-0.000277853526916
phi_pi_1p9,dynare,x,e_x,4,-0.000181647675431
phi_pi_1p9,dynare,x,e_x,5,-0.000118752777248
phi_pi_1p9,dynare,x,e_x,6,-7.76350265462e-05
phi_pi_1p9,dynare,x,e_x,7,-5.07541590731e-05
phi_pi_1p9,dynare,x,e_x,8,-3.31807017763e-05
phi_pi_1p9,dynare,x,e_x,9,-2.16919951088e-05
phi_pi_1p9,dynare,x,e_x,10,-1.41812145799e-05
phi_pi_1p9,dynare,x,e_x,11,-9.27101661014e-06
phi_pi_1p9,dynare,x,e_x,12,-6.06095821351e-06
phi_pi_1p9,dynare,x,e_x,13,-3.96237176684e-06
phi_pi_1p9,dynare,x,e_x,14,-2.59041383648e-06
phi_pi_1p9,dynare,x,e_x,15,-1.69349173654e-06
phi_pi_1p9,dynare,x,e_x,16,-1.1071259045e-06
phi_pi_1p9,dynare,x,e_x,17,-7.23787274515e-07
phi_pi_1p9,dynare,x,e_x,18,-4.73178359049e-07
phi_pi_1p9,dynare,x,e_x,19,-3.09341939761e-07
phi_pi_1p9,dynare,x,e_pi,0,-0.0015170098364
phi_pi_1p9,dynare,x,e_pi,1,-0.000991750270177
phi_pi_1p9,dynare,x,e_pi,2,-0.00064836006649
phi_pi_1p9,dynare,x,e_pi,3,-0.000423867568741
phi_pi_1p9,dynare,x,e_pi,4,-0.000277104845157
phi_pi_1p9,dynare,x,e_pi,5,-0.000181158222219
phi_pi_1p9,dynare,x,e_pi,6,-0.000118432795569
phi_pi_1p9,dynare,x,e_pi,7,-7.74258374498e-05
phi_pi_1p9,dynare,x,e_pi,8,-5.06174009996e-05
phi_pi_1p9,dynare,x,e_pi,9,-3.30912957269e-05
phi_pi_1p9,dynare,x,e_pi,10,-2.1633545604e-05
phi_pi_1p9,dynare,x,e_pi,11,-1.414300302e-05
phi_pi_1p9,dynare,x,e_pi,12,-9.24603567469e-06
phi_pi_1p9,dynare,x,e_pi,13,-6.04462684315e-06
phi_pi_1p9,dynare,x,e_pi,14,-3.95169507867e-06
phi_pi_1p9,dynare,x,e_pi,15,-2.58343391577e-06
phi_pi_1p9,dynare,x,e_pi,16,-1.68892858996e-06
phi_pi_1p9,dynare,x,e_pi,17,-1.10414273211e-06
phi_pi_1p9,dynare,x,e_pi,18,-7.21837015559e-07
phi_pi_1p9,dynare,x,e_pi,19,-4.71903370713e-07
phi_pi_1p9,dynare,x,e_i,0,-0.00297404038659
phi_pi_1p9,dynare,x,e_i,1,-0.00194428888076
phi_pi_1p9,dynare,x,e_i,2,-0.00127108537896
phi_pi_1p9,dynare,x,e_i,3,-0.000830976331037
phi_pi_1p9,dynare,x,e_i,4,-0.000543253564374
phi_pi_1p9,dynare,x,e_i,5,-0.000355153840347
phi_pi_1p9,dynare,x,e_i,6,-0.000232183014682
phi_pi_1p9,dynare,x,e_i,7,-0.000151790424831
phi_pi_1p9,dynare,x,e_i,8,-9.92334994964e-05
phi_pi_1p9,dynare,x,e_i,9,-6.48742332281e-05
phi_pi_1p9,dynare,x,e_i,10,-4.24117476285e-05
phi_pi_1p9,dynare,x,e_i,11,-2.77268223052e-05
phi_pi_1p9,dynare,x,e_i,12,-1.81265031066e-05
phi_pi_1p9,dynare,x,e_i,13,-1.18502622211e-05
phi_pi_1p9,dynare,x,e_i,14,-7.74714868514e-06
phi_pi_1p9,dynare,x,e_i,15,-5.0647244449e-06
phi_pi_1p9,dynare,x,e_i,16,-3.31108059821e-06
phi_pi_1p9,dynare,x,e_i,17,-2.16463004988e-06
phi_pi_1p9,dynare,x,e_i,18,-1.41513415753e-06
phi_pi_1p9,dynare,x,e_i,19,-9.25148703317e-07
phi_pi_1p9,dynare,pi,e_x,0,0.000216734997031
phi_pi_1p9,dynare,pi,e_x,1,-0.000185185446056
phi_pi_1p9,dynare,pi,e_x,2,-0.000121065606664
phi_pi_1p9,dynare,pi,e_x,3,-7.91470465363e-05
phi_pi_1p9,dynare,pi,e_x,4,-5.17426472146e-05
phi_pi_1p9,dynare,pi,e_x,5,-3.38269292151e-05
phi_pi_1p9,dynare,pi,e_x,6,-2.21144684651e-05
phi_pi_1p9,dynare,pi,e_x,7,-1.4457407954e-05
phi_pi_1p9,dynare,pi,e_x,8,-9.45157895508e-06
phi_pi_1p9,dynare,pi,e_x,9,-6.17900145231e-06
phi_pi_1p9,dynare,pi,e_x,10,-4.03954293024e-06
phi_pi_1p9,dynare,pi,e_x,11,-2.64086474347e-06
phi_pi_1p9,dynare,pi,e_x,12,-1.72647418625e-06
phi_pi_1p9,dynare,pi,e_x,13,-1.12868829165e-06
phi_pi_1p9,dynare,pi,e_x,14,-7.3788375746e-07
phi_pi_1p9,dynare,pi,e_x,15,-4.82393982069e-07
phi_pi_1p9,dynare,pi,e_x,16,-3.15366684228e-07
phi_pi_1p9,dynare,pi,e_x,17,-2.06172027882e-07
phi_pi_1p9,dynare,pi,e_x,18,-1.34785654943e-07
phi_pi_1p9,dynare,pi,e_x,19,-8.81165741304e-08
phi_pi_1p9,dynare,pi,e_pi,0,0.00233787718533
phi_pi_1p9,dynare,pi,e_pi,1,-0.000282501739882
phi_pi_1p9,dynare,pi,e_pi,2,-0.000184686460252
phi_pi_1p9,dynare,pi,e_pi,3,-0.00012073939302
phi_pi_1p9,dynare,pi,e_pi,4,-7.89337832725e-05
phi_pi_1p9,dynare,pi,e_pi,5,-5.16032256404e-05
phi_pi_1p9,dynare,pi,e_pi,6,-3.37357818933e-05
phi_pi_1p9,dynare,pi,e_pi,7,-2.20548805976e-05
phi_pi_1p9,dynare,pi,e_pi,8,-1.44184521857e-05
phi_pi_1p9,dynare,pi,e_pi,9,-9.42611149087e-06
phi_pi_1p9,dynare,pi,e_pi,10,-6.16235201213e-06
phi_pi_1p9,dynare,pi,e_pi,11,-4.02865830287e-06
phi_pi_1p9,dynare,pi,e_pi,12,-2.63374888181e-06
phi_pi_1p9,dynare,pi,e_pi,13,-1.72182216781e-06
phi_pi_1p9,dynare,pi,e_pi,14,-1.12564701899e-06
phi_pi_1p9,dynare,pi,e_pi,15,-7.35895515255e-07
phi_pi_1p9,dynare,pi,e_pi,16,-4.81094162056e-07
phi_pi_1p9,dynare,pi,e_pi,17,-3.14516922534e-07
phi_pi_1p9,dynare,pi,e_pi,18,-2.05616493324e-07
phi_pi_1p9,dynare,pi,e_pi,19,-1.34422472362e-07
phi_pi_1p9,dynare,pi,e_i,0,-0.000847160428341
phi_pi_1p9,dynare,pi,e_i,1,-0.000553833972285
phi_pi_1p9,dynare,pi,e_i,2,-0.000362070817516
phi_pi_1p9,dynare,pi,e_i,3,-0.000236705011713
phi_pi_1p9,dynare,pi,e_i,4,-0.000154746695562
phi_pi_1p9,dynare,pi,e_i,5,-0.000101166171405
phi_pi_1p9,dynare,pi,e_i,6,-6.61377239725e-05
phi_pi_1p9,dynare,pi,e_i,7,-4.32377589417e-05
phi_pi_1p9,dynare,pi,e_i,8,-2.82668299725e-05
phi_pi_1p9,dynare,pi,e_i,9,-1.84795349309e-05
phi_pi_1p9,dynare,pi,e_i,10,-1.20810579606e-05
phi_pi_1p9,dynare,pi,e_i,11,-7.89803217419e-06
phi_pi_1p9,dynare,pi,e_i,12,-5.16336503209e-06
phi_pi_1p9,dynare,pi,e_i,13,-3.37556721302e-06
phi_pi_1p9,dynare,pi,e_i,14,-2.20678839068e-06
phi_pi_1p9,dynare,pi,e_i,15,-1.44269531427e-06
phi_pi_1p9,dynare,pi,e_i,16,-9.43166902002e-07
phi_pi_1p9,dynare,pi,e_i,17,-6.16598526546e-07
phi_pi_1p9,dynare,pi,e_i,18,-4.03103355442e-07
phi_pi_1p9,dynare,pi,e_i,19,-2.63530171048e-07
phi_pi_1p9,dynare,i,e_x,0,0.000159132529145
phi_pi_1p9,dynare,i,e_x,1,0.000104033424824
phi_pi_1p9,dynare,i,e_x,2,6.80122005152e-05
phi_pi_1p9,dynare,i,e_x,3,4.44632042705e-05
phi_pi_1p9,dynare,i,e_x,4,2.90679689676e-05
phi_pi_1p9,dynare,i,e_x,5,1.90032822368e-05
phi_pi_1p9,dynare,i,e_x,6,1.24234595191e-05
phi_pi_1p9,dynare,i,e_x,7,8.12187834178e-06
phi_pi_1p9,dynare,i,e_x,8,5.30970521516e-06
phi_pi_1p9,dynare,i,e_x,9,3.47123759868e-06
phi_pi_1p9,dynare,i,e_x,10,2.26933322628e-06
phi_pi_1p9,dynare,i,e_x,11,1.48358421038e-06
phi_pi_1p9,dynare,i,e_x,12,9.69898155022e-07
phi_pi_1p9,dynare,i,e_x,13,6.34074172892e-07
phi_pi_1p9,dynare,i,e_x,14,4.14528117872e-07
phi_pi_1p9,dynare,i,e_x,15,2.70999147818e-07
phi_pi_1p9,dynare,i,e_x,16,1.77166602098e-07
phi_pi_1p9,dynare,i,e_x,17,1.15823260522e-07
phi_pi_1p9,dynare,i,e_x,18,7.57198451587e-08
phi_pi_1p9,dynare,i,e_x,19,4.95021028153e-08
phi_pi_1p9,dynare,i,e_pi,0,0.000242757826345
phi_pi_1p9,dynare,i,e_pi,1,0.000158703743435
phi_pi_1p9,dynare,i,e_pi,2,0.000103753104728
phi_pi_1p9,dynare,i,e_pi,3,6.78289403117e-05
phi_pi_1p9,dynare,i,e_pi,4,4.43433972976e-05
phi_pi_1p9,dynare,i,e_pi,5,2.89896447571e-05
phi_pi_1p9,dynare,i,e_pi,6,1.89520775214e-05
phi_pi_1p9,dynare,i,e_pi,7,1.23899842646e-05
phi_pi_1p9,dynare,i,e_pi,8,8.09999378185e-06
phi_pi_1p9,dynare,i,e_pi,9,5.29539811069e-06
phi_pi_1p9,dynare,i,e_pi,10,3.46188428113e-06
phi_pi_1p9,dynare,i,e_pi,11,2.26321846355e-06
phi_pi_1p9,dynare,i,e_pi,12,1.47958666373e-06
phi_pi_1p9,dynare,i,e_pi,13,9.67284745487e-07
phi_pi_1p9,dynare,i,e_pi,14,6.32365647641e-07
phi_pi_1p9,dynare,i,e_pi,15,4.13411163757e-07
phi_pi_1p9,dynare,i,e_pi,16,2.70268935317e-07
phi_pi_1p9,dynare,i,e_pi,17,1.76689223226e-07
phi_pi_1p9,dynare,i,e_pi,18,1.15511172484e-07
phi_pi_1p9,dynare,i,e_pi,19,7.55158165557e-08
phi_pi_1p9,dynare,i,e_i,0,0.000475917533548
phi_pi_1p9,dynare,i,e_i,1,0.000311132684279
phi_pi_1p9,dynare,i,e_i,2,0.00020340403621
phi_pi_1p9,dynare,i,e_i,3,0.000132976071101
phi_pi_1p9,dynare,i,e_i,4,8.69335526222e-05
phi_pi_1p9,dynare,i,e_i,5,5.68331016923e-05
phi_pi_1p9,dynare,i,e_i,6,3.71548309086e-05
phi_pi_1p9,dynare,i,e_i,7,2.42900953625e-05
phi_pi_1p9,dynare,i,e_i,8,1.58797313374e-05
phi_pi_1p9,dynare,i,e_i,9,1.0381427639e-05
phi_pi_1p9,dynare,i,e_i,10,6.78689314908e-06
phi_pi_1p9,dynare,i,e_i,11,4.43695416651e-06
phi_pi_1p9,dynare,i,e_i,12,2.90067367251e-06
phi_pi_1p9,dynare,i,e_i,13,1.89632514528e-06
phi_pi_1p9,dynare,i,e_i,14,1.23972892597e-06
phi_pi_1p9,dynare,i,e_i,15,8.10476944694e-07
phi_pi_1p9,dynare,i,e_i,16,5.29852021776e-07
phi_pi_1p9,dynare,i,e_i,17,3.46392536911e-07
phi_pi_1p9,dynare,i,e_i,18,2.26455283166e-07
phi_pi_1p9,dynare,i,e_i,19,1.48045901136e-07
phi_pi_2p0,dynare,x,e_x,0,0.0040104582863
phi_pi_2p0,dynare,x,e_x,1,-0.000645415126582
phi_pi_2p0,dynare,x,e_x,2,-0.000420963239704
phi_pi_2p0,dynare,x,e_x,3,-0.000274567548673
phi_pi_2p0,dynare,x,e_x,4,-0.000179082949944
phi_pi_2p0,dynare,x,e_x,5,-0.000116804418861
phi_pi_2p0,dynare,x,e_x,6,-7.61840938494e-05
phi_pi_2p0,dynare,x,e_x,7,-4.9690039232e-05
phi_pi_2p0,dynare,x,e_x,8,-3.24096523844e-05
phi_pi_2p0,dynare,x,e_x,9,-2.11387550485e-05
phi_pi_2p0,dynare,x,e_x,10,-1.37874655273e-05
phi_pi_2p0,dynare,x,e_x,11,-8.99268690277e-06
phi_pi_2p0,dynare,x,e_x,12,-5.86535774624e-06
phi_pi_2p0,dynare,x,e_x,13,-3.82559983054e-06
phi_pi_2p0,dynare,x,e_x,14,-2.49519546746e-06
phi_pi_2p0,dynare,x,e_x,15,-1.627457313e-06
phi_pi_2p0,dynare,x,e_x,16,-1.0614869016e-06
phi_pi_2p0,dynare,x,e_x,17,-6.92340397051e-07
phi_pi_2p0,dynare,x,e_x,18,-4.51569609259e-07
phi_pi_2p0,dynare,x,e_x,19,-2.94530137018e-07
phi_pi_2p0,dynare,x,e_pi,0,-0.00156630316968
phi_pi_2p0,dynare,x,e_pi,1,-0.00102159994322
phi_pi_2p0,dynare,x,e_pi,2,-0.000666324670845
phi_pi_2p0,dynare,x,e_pi,3,-0.000434601205614
phi_pi_2p0,dynare,x,e_pi,4,-0.000283462726483
phi_pi_2p0,dynare,x,e_pi,5,-0.000184884708711
phi_pi_2p0,dynare,x,e_pi,6,-0.000120588537122
phi_pi_2p0,dynare,x,e_pi,7,-7.86522335272e-05
phi_pi_2p0,dynare,x,e_pi,8,-5.12998497741e-05
phi_pi_2p0,dynare,x,e_pi,9,-3.34596294196e-05
phi_pi_2p0,dynare,x,e_pi,10,-2.18235882917e-05
phi_pi_2p0,dynare,x,e_pi,11,-1.42341386975e-05
phi_pi_2p0,dynare,x,e_pi,12,-9.28402340404e-06
phi_pi_2p0,dynare,x,e_pi,13,-6.05537801748e-06
phi_pi_2p0,dynare,x,e_pi,14,-3.94953796849e-06
phi_pi_2p0,dynare,x,e_pi,15,-2.57603243257e-06
phi_pi_2p0,dynare,x,e_pi,16,-1.68018212424e-06
phi_pi_2p0,dynare,x,e_pi,17,-1.09587594276e-06
phi_pi_2p0,dynare,x,e_pi,18,-7.14770181513e-07
phi_pi_2p0,dynare,x,e_pi,19,-4.66199131165e-07
phi_pi_2p0,dynare,x,e_i,0,-0.00291714419634
phi_pi_2p0,dynare,x,e_i,1,-0.00190266763359
phi_pi_2p0,dynare,x,e_i,2,-0.00124098909078
phi_pi_2p0,dynare,x,e_i,3,-0.000809418259006
phi_pi_2p0,dynare,x,e_i,4,-0.000527932052649
phi_pi_2p0,dynare,x,e_i,5,-0.000344336502312
phi_pi_2p0,dynare,x,e_i,6,-0.00022458880121
phi_pi_2p0,dynare,x,e_i,7,-0.000146484991542
phi_pi_2p0,dynare,x,e_i,8,-9.55428437728e-05
phi_pi_2p0,dynare,x,e_i,9,-6.23165206216e-05
phi_pi_2p0,dynare,x,e_i,10,-4.06451031709e-05
phi_pi_2p0,dynare,x,e_i,11,-2.65102158351e-05
phi_pi_2p0,dynare,x,e_i,12,-1.72909277821e-05
phi_pi_2p0,dynare,x,e_i,13,-1.1277772517e-05
phi_pi_2p0,dynare,x,e_i,14,-7.35577376464e-06
phi_pi_2p0,dynare,x,e_i,15,-4.79770341128e-06
phi_pi_2p0,dynare,x,e_i,16,-3.12923680895e-06
phi_pi_2p0,dynare,x,e_i,17,-2.04100215604e-06
phi_pi_2p0,dynare,x,e_i,18,-1.33121590193e-06
phi_pi_2p0,dynare,x,e_i,19,-8.68267469634e-07
phi_pi_2p0,dynare,pi,e_x,0,0.000219331230741
phi_pi_2p0,dynare,pi,e_x,1,-0.000183062388105
phi_pi_2p0,dynare,pi,e_x,2,-0.000119399953287
phi_pi_2p0,dynare,pi,e_x,3,-7.78769958837e-05
phi_pi_2p0,dynare,pi,e_x,4,-5.07942115631e-05
phi_pi_2p0,dynare,pi,e_x,5,-3.31298337724e-05
phi_pi_2p0,dynare,pi,e_x,6,-2.16084835655e-05
phi_pi_2p0,dynare,pi,e_x,7,-1.40938395649e-05
phi_pi_2p0,dynare,pi,e_x,8,-9.19251520265e-06
phi_pi_2p0,dynare,pi,e_x,9,-5.99569303749e-06
phi_pi_2p0,dynare,pi,e_x,10,-3.91060925191e-06
phi_pi_2p0,dynare,pi,e_x,11,-2.55064170655e-06
phi_pi_2p0,dynare,pi,e_x,12,-1.66362136847e-06
phi_pi_2p0,dynare,pi,e_x,13,-1.08507441501e-06
phi_pi_2p0,dynare,pi,e_x,14,-7.07725031918e-07
phi_pi_2p0,dynare,pi,e_x,15,-4.61604028145e-07
phi_pi_2p0,dynare,pi,e_x,16,-3.01074950284e-07
phi_pi_2p0,dynare,pi,e_x,17,-1.96372042187e-07
phi_pi_2p0,dynare,pi,e_x,18,-1.28080994172e-07
phi_pi_2p0,dynare,pi,e_x,19,-8.35390867531e-08
phi_pi_2p0,dynare,pi,e_pi,0,0.0023257414338
phi_pi_2p0,dynare,pi,e_pi,1,-0.0002897616086
phi_pi_2p0,dynare,pi,e_pi,2,-0.000188993068917
phi_pi_2p0,dynare,pi,e_pi,3,-0.000123268159199
phi_pi_2p0,dynare,pi,e_pi,4,-8.03999805885e-05
phi_pi_2p0,dynare,pi,e_pi,5,-5.24397940283e-05
phi_pi_2p0,dynare,pi,e_pi,6,-3.4203142558e-05
phi_pi_2p0,dynare,pi,e_pi,7,-2.23085346256e-05
phi_pi_2p0,dynare,pi,e_pi,8,-1.45504383493e-05
phi_pi_2p0,dynare,pi,e_pi,9,-9.49032555077e-06
phi_pi_2p0,dynare,pi,e_pi,10,-6.1899357873e-06
phi_pi_2p0,dynare,pi,e_pi,11,-4.03730144409e-06
phi_pi_2p0,dynare,pi,e_pi,12,-2.63327496609e-06
phi_pi_2p0,dynare,pi,e_pi,13,-1.71751778832e-06
phi_pi_2p0,dynare,pi,e_pi,14,-1.12022762195e-06
phi_pi_2p0,dynare,pi,e_pi,15,-7.30653233121e-07
phi_pi_2p0,dynare,pi,e_pi,16,-4.76558635593e-07
phi_pi_2p0,dynare,pi,e_pi,17,-3.10828889634e-07
phi_pi_2p0,dynare,pi,e_pi,18,-2.0273391649e-07
phi_pi_2p0,dynare,pi,e_pi,19,-1.32230440175e-07
phi_pi_2p0,dynare,pi,e_i,0,-0.000827404504534
phi_pi_2p0,dynare,pi,e_i,1,-0.00053966333671
phi_pi_2p0,dynare,pi,e_i,2,-0.000351988072815
phi_pi_2p0,dynare,pi,e_i,3,-0.000229579434021
phi_pi_2p0,dynare,pi,e_i,4,-0.000149740063929
phi_pi_2p0,dynare,pi,e_i,5,-9.76659204731e-05
phi_pi_2p0,dynare,pi,e_i,6,-6.3701268529e-05
phi_pi_2p0,dynare,pi,e_i,7,-4.15482861631e-05
phi_pi_2p0,dynare,pi,e_i,8,-2.70993046599e-05
phi_pi_2p0,dynare,pi,e_i,9,-1.76751529574e-05
phi_pi_2p0,dynare,pi,e_i,10,-1.15283781628e-05
phi_pi_2p0,dynare,pi,e_i,11,-7.51922788925e-06
phi_pi_2p0,dynare,pi,e_i,12,-4.90431414135e-06
phi_pi_2p0,dynare,pi,e_i,13,-3.1987722079e-06
phi_pi_2p0,dynare,pi,e_i,14,-2.08635567444e-06
phi_pi_2p0,dynare,pi,e_i,15,-1.36079711757e-06
phi_pi_2p0,dynare,pi,e_i,16,-8.87561415278e-07
phi_pi_2p0,dynare,pi,e_i,17,-5.78899863705e-07
phi_pi_2p0,dynare,pi,e_i,18,-3.77579563994e-07
phi_pi_2p0,dynare,pi,e_i,19,-2.46271136139e-07
phi_pi_2p0,dynare,i,e_x,0,0.000161064199012
phi_pi_2p0,dynare,i,e_x,1,0.000105051933591
phi_pi_2p0,dynare,i,e_x,2,6.85186951471e-05
phi_pi_2p0,dynare,i,e_x,3,4.46903871655e-05
phi_pi_2p0,dynare,i,e_x,4,2.91486973112e-05
phi_pi_2p0,dynare,i,e_x,5,1.90118414458e-05
phi_pi_2p0,dynare,i,e_x,6,1.24002150525e-05
phi_pi_2p0,dynare,i,e_x,7,8.08787164499e-06
phi_pi_2p0,dynare,i,e_x,8,5.27520429839e-06
phi_pi_2p0,dynare,i,e_x,9,3.44068026932e-06
phi_pi_2p0,dynare,i,e_x,10,2.24413691794e-06
phi_pi_2p0,dynare,i,e_x,11,1.46370778807e-06
phi_pi_2p0,dynare,i,e_x,12,9.54683500692e-07
phi_pi_2p0,dynare,i,e_x,13,6.22679331165e-07
phi_pi_2p0,dynare,i,e_x,14,4.06134126313e-07
phi_pi_2p0,dynare,i,e_x,15,2.64895461117e-07
phi_pi_2p0,dynare,i,e_x,16,1.7277446236e-07
phi_pi_2p0,dynare,i,e_x,17,1.12689793619e-07
phi_pi_2p0,dynare,i,e_x,18,7.3500385488e-08
phi_pi_2p0,dynare,i,e_x,19,4.7939626947e-08
phi_pi_2p0,dynare,i,e_pi,0,0.000254941617864
phi_pi_2p0,dynare,i,e_pi,1,0.000166282203455
phi_pi_2p0,dynare,i,e_pi,2,0.000108455306033
phi_pi_2p0,dynare,i,e_pi,3,7.0738498542e-05
phi_pi_2p0,dynare,i,e_pi,4,4.61382237441e-05
phi_pi_2p0,dynare,i,e_pi,5,3.00930290313e-05
phi_pi_2p0,dynare,i,e_pi,6,1.96277689688e-05
phi_pi_2p0,dynare,i,e_pi,7,1.28019454038e-05
phi_pi_2p0,dynare,i,e_pi,8,8.34989480373e-06
phi_pi_2p0,dynare,i,e_pi,9,5.44610534058e-06
phi_pi_2p0,dynare,i,e_pi,10,3.55214815011e-06
phi_pi_2p0,dynare,i,e_pi,11,2.3168403274e-06
phi_pi_2p0,dynare,i,e_pi,12,1.51112759824e-06
phi_pi_2p0,dynare,i,e_pi,13,9.85612427043e-07
phi_pi_2p0,dynare,i,e_pi,14,6.42852302793e-07
phi_pi_2p0,dynare,i,e_pi,15,4.19291672738e-07
phi_pi_2p0,dynare,i,e_pi,16,2.7347729185e-07
phi_pi_2p0,dynare,i,e_pi,17,1.78371844757e-07
phi_pi_2p0,dynare,i,e_pi,18,1.16340610173e-07
phi_pi_2p0,dynare,i,e_pi,19,7.58815809397e-08
